architect,ApproxDate,RecordIDs,ArchMiddle,artists_keyword,primary_architect_last,primary_artist_middle,SubjectTags,EngravingText,longitude,state,BlkNum,acquisition,architecture_firm,borough_x,ArtForm,zip_code,ArtistGiven,landscape_architect,Medium,secondary_artist_middle,LotID,foundry,managing_city_agency
,False,"1177, 3911",,German,,,"composer, german, musician, allegorical",Front: BEETHOVEN Rear: ERECTED / AND / PRESENTED / TO THE / CITY OF NEW YORK / BY THE / BEETHOVEN MAENNER CHOR / ON THEIR / 25TH ANNIVERSARY / JULY 22ND 1884. /,-73.971797,NY,1111,Gift of The Beethoven Maennerchor,,Manhattan,"Bust, Statue, Pedestal",10019,Hugo,,Bronze,,1.0,,Department of Parks and Recreation
,False,1052,,"German, American",,,"american revolutionary war, colonial, war","HERE IN THE ANCIENT COMMONS OF OUR CITY / WHERE, BEFORE THE TIME OF OUR NATIONAL INDEPENDENCE, / FIVE LIBERTY POLES WERE SUCCESSIVELY SET UP / THIS FLAG POLE OF 1921 IS PLACED / IN GRATEFUL REMEMBRANCE OF ALL LOVERS OF OUR COUNTRY / WHO HAVE DIED THAT THE LIBERTY WON ON THESE SHORES / MIGHT BE THE HERITAGE OF THE WORLD.",-74.006650,NY,0122,Gift of the Sons of the Revolution and the New York Historical Society,,Manhattan,Plaque,10007,Albert,,Granite,,1.0,,Department of Parks and Recreation
,False,1078,Beaumont,"American, Veteran",Herts,Cary,"world war i, war","Plaque: TO COMMEMORATE THOSE WHO AT THE CALL OF THEIR COUNTRY, LEFT ALL THAT WAS DEAR. / ENDURED HARDSHIP, FACED DANGER, AND FINALLY PASSED OUT OF SIGHT / OF MEN BY THE PATH OF DUTY AND SACRIFICE GIVING UP / THEIR LIVES THAT OTHERS MIGHT LIVE IN FREEDOM. / LET THOSE WHO COME AFTER SEE TO IT THAT THEIR NAMES NOT BE FORGOTTEN. / BY THE / CITIZENS MEMORIAL COMMITTEE / AND SOLDIERS' AND SAILORS' MEMORIAL COMMITTEES / OF THE AMERICAN LEGION, VETERANS OF FOREIGN WARS / AND JEWISH VETERANS OF THE WARS OF THE REPUBLIC. / COMPRISING LOCAL BOARDS 82 TO 88 / (LEFT HONOR ROLL, NAMES A-M) (RIGHT HONOR ROLL, NAMES M-Z)",-73.918581,NY,3513,"Gift of The Citizens' Memorial Committee of The American Legion, Veterans of Foreign Wars, and Jewish Veterans of the Wars of the Republic, from Local Boards 82 and 88",,Brooklyn,"Exedra, Bas-Relief",11212,Charles,,Bronze,,95.0,,Department of Parks and Recreation
,True,3809,P.,Greek,Lykos,,"philosopher, author, greek",,-73.922345,NY,0594,"Gift of Athens Square, Inc.",,Queens,Statue,11102,Anthony,,Bronze,,1.0,Modern Art Foundry,Department of Parks and Recreation
,False,2103,,"Woman, American",,,1964-65 world's fair,,-73.850025,NY,1789,Commissioned through Department of Cultural Affairs Percent for Art Program,Miceli Kulik Williams,Queens,Tile,11369,Jackie,,Brick,,65.0,,Department of Parks and Recreation
,False,832,,,,,animals,"Sculpture (front): VTOR PETER Sculpture (rear): THIEBAULT FRERES FONDEURS / PARIS / PRESENTED BY FREDERICK MACMONNIES / COPYRIGHT Pedestal: LIONESS AND CUBS / 1899 / VICTOR PETER, SC",-73.964622,NY,1117,Gift of Frederick W. MacMonnies,,Brooklyn,Statue,11238,Victor,,Bronze,,1.0,,Department of Parks and Recreation
,False,1859,,,Embury II,,"animals, wpa",Signed: WALTER,-73.971630,NY,1111,Purchased with T.E.R.A. Funds,,Manhattan,Bas-Relief,10019,J.,,Limestone,,1.0,,Department of Parks and Recreation
,False,1300,,German,,,"colonial, american revolutionary war, war",HIS TABLET MARKS THE SITE OF FORT STIRLING. / ON THIS BLUFF IN THE SPRING OF 1776 IT FORMED / ONE OF A CHAIN OF REDOUBTS BUILT IN BROOKLYN / OPPOSITE NEW YORK. THIS WORK FELL INTO THE HANDS OF / THE BRITISH DURING THE BATTLE OF LONG ISLAND AND / WAS THEREAFTER GARRISONED BY THE HESSIAN TROOPS / UNTIL VICTORY BY THE AMERICAN ARMY LED TO THE / EVACUATION OF NEW YORK NOVEMBER 25TH 1783. / ERECTED BY FORT GREENE CHAPTER / DAUGHTERS OF THE AMERICAN REVOLUTION 1924 /,-73.996462,NY,0208,"Gift of Fort Greene Chapter, Daughters of the American Revolution",,Brooklyn,Plaque,11201,Albert,,Bronze,,201.0,,Department of Parks and Recreation
,False,80,,"Irish, French, American",,,"philanthropist, banker","MDCCCL HENRY W. MAXWELL MCMII (BELOW ROUNDEL)""THIS MEMORIAL ERECTED BY HIS/ FRIENDS IS THEIR TRIBUTE TO HIS / DEVOTION TO PUBLIC EDUCATION AND / CHARITY IN THE CITY OF BROOKLYN"" / (SIGNED) ""A ST G""",-73.968917,NY,,Gift of Friends of Henry W. Maxwell,,Brooklyn,Plaque,11238,Augustus,,Bronze,,,,Department of Parks and Recreation
,False,1736,,,,,,OSCAR COMRAS / MALL / IN TRIBUTE TO THE MAN / WHO BROUGHT MUSIC TO / THE PELHAM PARKWAY / COMMUNIT,-73.8707778,NY,3120,Gift of Pelham Parkway Citizens Council,,Bronx,"Plaque, Natural Boulder",10462,,,Bronze,,20.0,,Department of Parks and Recreation
,False,1858,,"Czech, Woman",,Hellman,"abstract, animal",,-73.971313,NY,1111,Gift of Tino Perutz,,Manhattan,Sculpture,10019,Dolly,,Bronze,,1.0,Modern Art Foundry,Department of Parks and Recreation
,True,1945,,,,,"jewish, children",IN MEMORY OF / SHEILA KAY MARKS / 1936-1948/,-73.987751,NY,0852,Gift of Harry Marks,United States Bronze Sign Co.,Manhattan,"Plaque, Plinth",10010,,,Bronze,,1.0,United States Bronze Sign Co.,Department of Parks and Recreation
,False,1619,,American,,Holburn,"allegorical, history, law, government",,-73.923330,NY,2468,Purchased with Works Progress Administration Funds,,Bronx,Sculpture,10451,George,,Marble,,1.0,,Department of Citywide Administrative Services
,True,596,,,,,"world war i, war","TO THE MEMBERS OF THE CREW OF THE UNITED / STATES SHIP NEW HAMPSHIRE WHO LOST THEIR / LIVES BY DROWNING IN THE NORTH RIVER NEAR / THE FOOT OF 157TH STREET ON OCTOBER 1ST, 1910 / [HONOR ROLL] / THIS MEMORIAL WAS PLACED HERE BY THEIR SHIPMATES",-73.949751,NY,2101,"Gift of the Men of The U.S.S. ""New Hampshire""",The Gorham Company,Manhattan,Plaque,10031,,,Bronze,,55.0,,Department of Parks and Recreation
,False,827,,American,,Edmundson,"landscape architect, armed forces, veteran, american civil war, public servant, war","Pedestal (front, top): MEMORIAL TO MAJOR / CLARENCE T BARRETT / Pedestal (rear, lower): ERECTED IN LOVING MEMORY OF / 1840--MAJOR CLARENCE T. BARRETT--1906 / A FAITHFUL ACTIVE CITIZEN OF / RICHMOND BOROUGH, / WHO SERVED WITH DISTINCTION / THROUGH THE CIVIL WAR. / A DESCENDANT OF / COLONEL JAMES BARRETT, / COMMANDER AT BATTLE OF CONCORD, / APRIL 1775. / LOYAL, HONEST, BRAVE AND TRUE / Pedestal (side): PRESENTED BY / MRS. CLARENCE T. BARRETT /",-74.075896,NY,,"Gift of Julia Olivia Hardin, trustee for Anna E. Hutchins Barrett",,Staten Island,Statue,10301,Sherry,,Bronze,,,"Roman Bronze Works, New York",Department of Parks and Recreation
,False,"4087, 1947",,,,,"journalist, public servant, veteran","""DO THE RIGHT THING / AND NINE TIMES OUT / OF TEN IT TURNS OUT / TO BE THE RIGHT / THING POLITICALLY."" / --- / DEBS MYERS / CITIZEN/",-74.007331,NY,0122,Gift of the Friends of Deb Myers,,Manhattan,"Plaque, Plinth",10038,,,Bronze,,1.0,,Department of Parks and Recreation
,False,"2193, 3376",,Italian,,,"dominican, dominican republic, caribbean, latinx, south american, politician, reformer , writer, activist","Pedestal (front): JUAN PABLO DUARTE / 1813 - 1876 / FOUNDER OF THE DOMINICAN REPUBLIC Pedestal (rear):DONATED BY THE DOMINICAN GOVERNMENT / TO THE CITY OF NEW YORK / INITIATED BY THE CLUB JUAN PABLO DUARTE INC / JANUARY 26, 1978 Pedestal (right): NICOLA ARRIGHINI / PIETRASANTA 1978",-74.005444,NY,,Gift of The Government of the Dominican Republic,,Manhattan,Statue,10013,Nicola,,Bronze,,,,Department of Parks and Recreation
,False,,W.,,Bosworth,,"colonial, war, artillery, cannon","THIS EMINENCE COMMANDING / MC GOWNS'S PASS / WAS OCCUPIED BY BRITISH TROOPS SEPT. 15, 1776 / AND EVACUATED NOV. 21, 1783 / HERE BEGINNING AUG. 18, 1814 THE CITIZENS OF NEW YORK / BUILT FORT CLINTON TO PROTECT THE CITY / IN THE SECOND WAR WITH GREAT BRITAIN / THIS TABLET IS ERECTED BY THE CHILDREN OF THE CITY HISTORY CLUB OF NEW YORK A.D. 1906",-73.952139,NY,1111,Gift of the Children of the City History Club of New York,,Manhattan,"Artillery, Carronade, Plaque",10029,,,Bronze,,1.0,,Department of Parks and Recreation
,False,1425,,American,White,William,"arch, politician, president of the united states,","(South-facing side attic): ""LET US RAISE A STANDARD TO WHICH THE WISE AND HONEST CAN REPAIR / THE EVENT IS IN THE HAND OF GOD / -WASHINGTON"" (North-facing side attic): ""TO COMMEMORATE THE ONE HUNDREDTH ANNIVERSARY OF THE INAUGURATION OF GEORGE WASHINGTON AS FIRST PRESIDENT OF THE UNITED STATES""",-73.997107,NY,0549,Gift of the Washington Arch Committee,,Manhattan,Arch,10012,Frederick,,Marble,,1.0,,Department of Parks and Recreation
,False,105,,American,White,William,"american civil war, military, equestrian, war",SLOCUM,-73.969090,NY,,Commissioned by The City of Brooklyn,,Brooklyn,Statue,11238,Frederick,,Bronze,,,E. Gruet,Department of Parks and Recreation
,False,2103,,,,,"1964-65 world's fair, world's fair, catholics","Left inscription: THE VATICAN PAVILION / FRANCIS CARDINAL SPELLMAN / PRESIDENT / MOST REVEREND BRYAN J MCENTEGART / VICE PRESIDENT Central inscription: THIS THE SITE OF THE VATICAN PAVILION WAS / AUTHORIZED BY POPE JOHN XXIII / VISITED ON OCTOBER 4, 1965 BY / POPE PAUL VI / DURING HIS MISSION OF PEACE TO / THE UNITED NATIONS / THE BUILDING EXHIBITED MICHAELANGELO'S PIETA AND / OTHER ART TREASURES - IT SYMBOLIZED THE BROTHERHOOD / OF MAN THE SPIRIT OF ECUMENISM AND THE THEME / OF THE NEW YORK WORLD'S FAIR 1964-1965 / - PEACE THROUGH UNDERSTANDING Right Inscription: THE VATICAN PAVILION / WAS DEDICATED ON APRIL 19, 1964 Paving: SITE OF THE VATICAN PAVILION NEW YORK WORLDS FAIR 1964 - 1965",-73.844218,NY,2018,,Clarke and Rapuano,Queens,Exedra,11368,,,Granite,,1.0,,Department of Parks and Recreation
Clarke,True,2292,,,Embury II,,"civic leader, lawyer, justice",RICHARD S. NEWCOMBE / DISTRICT ATTORNEY 1924-1929 / SURROGATE 1930 / QUEENS COUNTY / A DISTINGUISHED CITIZEN AND PUBLIC OFFICIAL WHO / GAVE HIMSELF UNSELFISHLY TO THE ADVANCEMENT OF / GOOD GOVERNMENT AND TO THE WELFARE OF YOUTH / DEDICATED BY HIS FORMER ASSOCIATES / OCTOBER 1939,-73.830448,NY,,Gift of Associates of Richard Newcombe,,Queens,Plaque,11415,,,Bronze,,,,Department of Parks and Recreation
,True,1059,,,,V.,"world war i, war",MEMORIAL KNOLL / TO THOSE WHO GAVE THEIR / LIVES FOR THEIR COUNTRY / IN THE WORLD WAR / ERECTED / 1921,-73.806053,NY,5509,Gift of Flushing United Association,,Queens,Incised Boulder,11355,Anthony,,Natural Boulder,,301.0,,Department of Parks and Recreation
,False,1369,,Dutch,,,"colonial, dutch, native american",Base (west): ON THE / 22ND OF APRIL 1625 / AMSTERDAM CHAMBER OF / THE WEST INDIES COMPANY / DECREED THE ESTABLISHMENT / AND THE CREATION OF THE / ADJOINING FARMS / THE PURCHASE OF THE / ISLAND OF MANHATTAN / WAS ACCOMPLISHED IN / 1626. THUS WAS LAID THE / FOUNDATION OF THE / CITY OF NEW YORK. / Base (east): IN TESTIMONY OF ANCIENT AND / UNBROKEN FRIENDSHIP THIS FLAGPOLE / IS PRESENTED TO THE CITY OF NEW YORK / BY THE DUTCH PEOPLE / 1926,-74.014604,NY,0003,Gift of the People of the Netherlands,,Manhattan,Flagstaff Base,10004,H.a.,,Bronze,,1.0,,Department of Parks and Recreation
,False,580,,American,,,abstract,,-73.952735,NY,2670,Commissioned by the Department of Parks and Recreation,,Brooklyn,Sculpture,11222,Thomas,,Bronze,,1.0,"Modern Art Foundry, Inc., Long Island City, NY",Department of Parks and Recreation
,False,6606,,American,,,"abstract, canopy",,40.693746,NY,1905,Commissioned through Department of Cultural Affairs Percent for Art Program,,Brooklyn,Installation,11205,Matthew,,"Cor-Ten Steel, Glass",,120.0,,Department of Design and Construction
,False,726,,,,,"veteran, world war ii",THESE TREES / HONOR THE MEMORY OF / RICHARD SAUNDERS SCOTT / BORN MASSACHUSETTS 1904 / DIED NORTH AFRICA 1942 /,-73.966407,NY,1111,Gift of Mrs. S.S. Spivak,General Bronze Corporation,Manhattan,"Plaque, Plinth",10021,,,Bronze,,1.0,,Department of Parks and Recreation
,False,,,,,,"american revolutionary war, colonial",TO MARK THE CROSSING / OF / THE BLAZED TRAIL AND / WILLOW BROOK TRAIL / 1793 / ERECTED BY THE / STATEN ISLAND CHAPTER / DAUGHTERS OF THE / AMERICAN REVOLUTION / 1921,-74.147077,NY,,"Gift of Daughters of the American Revolution, Staten Island Chapter",,Staten Island,"Stele, Plaque",10314,,,Bronze,,,,Department of Parks and Recreation
,False,2722,,"Puerto Rican, Woman, Latinx, Latin American",,,"puerto rico, puerto rican, latin american, latinx, west indies, sports, athlete, athletics, baseball, humanitarian",,-73.917980,NY,,Commissioned through Department of Cultural Affairs Percent for Art Program,,Bronx,Sculpture,10455,Melissa,,Bronze,,,Polich Tallix Fine Art Foundry,"Department of Design and Construction, Department of Cultural Affairs, Department of Transportation"
,False,2287,,French,Stoughton,E.M.,"american civil war, soldier, sailor","PLAQUE: ERECTED BY / THE CITY OF NEW YORK / TO COMMEMORATE THE VALOR / OF THE / SOLDIERS AND SAILORS / WHO IN THE CIVIL WAR / FOUGHT IN DEFENSE OF THE UNION / PLAQUE: SOLDIERS' AND SAILORS' MEMORIAL MONUMENT / OF THE CITY OF NEW YORK / COMMISSIONERS, / ROBERT A. VAN WYCK, MAYOR. / GEORGE C. CLAUSEN, PRESIDENT, PARK BOARD. / JOHN W. GOFF, RECORDER. BIRD S. COLER, COMPTROLLER. / JOSEPH A. GOULDEN, CHAIRMAN, MEMORIAL COMMITTEE. / GRAND ARMY OF THE REPUBLIC. / ARCHITECTS, / CHARLES W. STOUGHTON, ARTHUR A. STOUGHTON, PAUL E. DUBOY. / BUILDERS, CULLEN AND DWYER. / ON A HIGH PILLAR STANDING SOUTHEAST OF THE STRUCTURE, INSCRIBED ON ALL 4 SIDES. SOUTH SIDE: N.Y. VOLUNTEER/REGIMENTS/ACTIVELY ENGAGED/SEVENTY SECOND/SEVENTY THIRD/SEVENTY FOURTH/SEVENTY NINTH/EIGHTY SECOND/EIGHTY THIRD./ WEST SIDE: FARRAGUT/NEW ORLEANS-FAIR OAKS/MALVERN HILL/HARPERS FERRY-ANTIETAM/IUKA-CORINTH/FREDERICKSBURG-MURFREESBORO/CHARLESON/JACKSON-CHANCELLORSVILLE NORTH SIDE: SICKLES/WINSLOW-KELLY/BARLOW-THOMAN/CAMERON-SCOTT/MURPHY MCMAHON/WARREN-MOESCH/HUSTON-STETSON/WINTHROP EAST SIDE: GRANT/FORT SUMTER/BULL RUN-HATTERAS INLET/BALLS BLUFF/PORT ROYAL-FORT HENRY/ROANOKE ISLAND/HAMPTON ROADS-SHILOH/ISLAND NO. 10. ON A HIGH PILLAR STANDING SOUTHWEST OF THE STRUCTURE, INSCRIBED ON ALL 4 SIDES. SOUTHSIDE: N-Y- VOLUNTEER/REGIMENTS/ACTIVELY ENGAGED/FIFTH-SEVENTH/FORTY SECOND/FIFTY NINTH/SIXTY FIRST/SIXTY NINTH/SEVENTY FIRST EASTSIDE: SHERMAN/GETTYSBURG=VICKSBURG/PORT HUDSON/CHICKAMAUGA/CHATANOOGA/FORT PILLOW/WILDERNESS-SPOTTSYLVANIA/COLD HARBOR/KENESAW MOUNTAIN-ATLANTA. NORTHSIDE: WORDEN/CUSHING-RYDER/SICARD-KAEPLIS/PHILIP-MEAGHER/SMITH-OLMSTEAD/WILKES-TAYLOR/WAINWRIGHT WESTSIDE: PORTER/ CHAMBERSBURG-MOBILE BAY/WINCHESTER/CEDAR CREEK-FORT FISHER/WILMINGTON/BENTONVILLE-FIVE FORKS/PETERSBURG/RICHMOND-APPOMATTOX",-73.978934,NY,1254,Gift by Act of the New York State legislature,Stoughton & Stoughton,Manhattan,"Temple, Monument",10024,Paul,,Marble,,1.0,,Department of Parks and Recreation
,False,3660,,,,,"jewish, veteran, war","IN MEMORIAM / LT. GEORGE H. GOLDMAN / COL. JERRY NEUMANN / AND / ALL OF OUR BRONX HEROES WHO HAVE MADE / THE SUPREME SACRIFICE TO KEEP AMERICA FREE / PRESENTED BY / NEUMANN-GOLDMAN POST NO. 69 / JEWISH WAR VETERANS OF THE UNITED STATES OF AMERICA / FOUNDED 1933 / DEDICATED MAY 30, 1966",-73.879596,NY,3343+AM133:AU135,"Gift of Neumann-Goldman Post No. 69, Jewish War Veterans of the United States",Sheredow Bronze Corp.,Bronx,"Flagstaff Base, Plaque",10467,,,Bronze,,500.0,A. Ottavino Corp. (granite base),Department of Parks and Recreation
,False,1523,,American,,,"firefighter, first responder","LT. GEORGE W. LENER, F.D.N.Y. / 1953-1994 / THIS MEMORIAL IS DEDICATED IN LOVING MEMORY OF LT. / GEORGE W. LENER, F.D.N.Y., A MAN WHOSE DEEDS AND / LOVE OF HIS COMMUNITY SET A STANDARD OF EXCELLENCE / FOR US ALL. / --- / MAY WE ALL ENJOY THE BEAUTY OF THIS PARK WITH OUR / FAMILY, FRIENDS AND COMMUNITY AS DID LT. LENER. / --- / ""GEORGE LENER WAS A GIFT TO US ALL...HE WAS A HERO...HE / HAS LEFT US A LEGACY WE CANNOT REPAY, BUT WE CAN / ADVANCE IT AS WE CARRY ON HIS LOVE FOR THIS / COMMUNITY..."" / MAYOR RUDOLPH GIULIANI / 7/25/94 /",-74.119778,NY,0319,"Gift of Friends of Lt. George W. Lener, Inc.",,Staten Island,Plaque,10310,Scott,,Bronze,,1.0,,Department of Parks and Recreation
,False,710,,,Nielson,,"world war ii, korean war, war","1. SGT. JOSEPH E. SCHAEFER / MEDAL OF HONOR / 2. SGT. JOSEPH E. SCHAEFER / COMPANY 18TH INFANTRY / FIRST INFANTRY DIVISION / UNITED STATES ARMY ['1' in shield] / 3. AWARDED CONGRESSIONAL / MEDAL OF HONOR / IN 1944 / 4. DEFENDED AMERICAN POSITION / AT STOLBERG, GERMANY / 24, SEPTEMBER 1944 / 5. WORLD WAR II - KOREA / 1941-1945 --- 1950-1951 / 6. RESIDENT OF RICHMOND HILL / FOR MORE THAN 40 YEARS / 7. SGT. SCHAEFER'S INDOMITABLE / COURAGE AND HIS DETERMINATION / WERE RESPONSIBLE FOR STOPPING / AN ENEMY BREAKTHROUGH / PRESIDENT TRUMAN / 8. OTHER DECORATIONS / TWO SILVER STARS, BRONZE STAR / THREE PURPLE HEARTS / THE LEGION OF MERIT / FRENCH CROIX DE GUERRE",-73.841481,NY,3907,Gift of Joseph E. Schaefer Monument Committee,,Queens,Planter,11418,,,Granite,,1050.0,,Department of Parks and Recreation
,False,2103,,"Spanish, Creole, American",,,1964-65 world's fair,JOSE DE RIVERA / 1964,-73.846811,NY,2018,Commissioned for the New York World's Fair,,Queens,Kinetic Sculpture,11368,José,,Granite,,1.0,,Department of Parks and Recreation
,False,228,,Italian,,,composer,GIUSEPPE VERDI,-73.981489,NY,1164,Gift of Resident Italians,,Manhattan,Statue,10023,Pasquale,,Limestone,,32.0,,Department of Parks and Recreation
,False,,,,,,"world war i, war","MICHAEL J. LEONARD MEMORIAL PLAZA / TO HONOR / THE MEMORY OF / CPL. MICHAEL J. / LEONARD /U.S. ARMY / KILLED IN ACTION / FRANCE/JULY 16, 1918 / AND ALL DECEASED / MEMBERS OF /GRASMER POST NO. 1191 / AMERICAN LEGION / MAY 30, 1968",-74.081518,NY,,"Gift of Grasmere Post # 1191, American Legion",,Staten Island,Plaque,10305,,,Granite,,,,Department of Parks and Recreation
,False,"5244, 5650",,"Venezuelan, Woman, Latinx, Latin American",,,"merchant marines, war","AMERICAN MERCHANT MARINERS' MEMORIAL / DEDICATED TO ALL MERCHANT MARINERS WHO HAVE SERVED AMERICA FROM THE REVOLUTIONARY WAR THROUGH THE PRESENT DAY. / IN THE PROSECUTION OF WAR AND IN PURSUIT OF PEACEFUL COMMERCE, UNRECOGNIZED THOUSANDS HAVE LOST THEIR LIVES AT SEA. / THEIR SACRIFICES HAVE HELPED SECURE AMERICA'S LIBERTY AND PROSPERITY. / THE SCULPTURE WAS INSPIRED BY A PHOTOGRAPH OF THE VICTIMS OF A SUBMARINE ATTACK ON AN AMERICAN MERCHANT SHIP / DURING WORLD WAR II. LEFT TO THE PERILS OF THE SEA, THE SURVIVORS LATER PERISHED. / THIS MEMORIAL SERVES AS A MARKER FOR / AMERICA'S MERCHANT MARINERS RESTING IN THE UNMARKED OCEAN DEPTHS / IN RECOGNITION AND APPRECIATION / U.S. SENATOR JOHN O. BREAUX / U.S. REPRESENTATIVE WALTER B. JONES --- U.S. REPRESENTATIVE HELEN DELICH BENTLEY / U.S. MARITIME ADMINISTRATOR CAPTAIN WARREN G. LEBACK / AMERICA'S MARITIME LABOR --- AMERICA'S MERCHANT MARINERS --- AMERICA'S MARITIME INDUSTRY / BATTERY PARK CITY AUTHORITY / AMERICAN MERCHANT MARINERS' MEMORIAL INCORPORATED / LANE KIRKLAND, CHAIRMAN --- REAR ADMIRAL THOMAS A. KING, USMS (RET), PRESIDENT --- BOARD OF DIRECTORS & MEMBERS / GOVERNOR MARIO M. CUOMO, STATE OF NEW YORK --- MAYOR DAVID N. DINKINS, CITY OF NEW YORK",-74.017779,NY,0016,"Gift of the American Merchant Mariner's Memorial, Inc.",,Manhattan,Statue,10004,Marisol,,Bronze,,1.0,"TALLIX, Beacon, NY",Department of Parks and Recreation
,False,,,,,,"world war ii, war, veterans","DEDICATED BY / METROPOLITAN POST 385 / THE AMERICAN LEGION DEPARTMENT / OF NEW YORK / TO ALL MEMBERS OF / METROPOLITAN LIFE INSURANCE COMPANY / WHO HAVE SERVED THEIR COUNTRY IN / THE ARMED FORCES IN THE TIME OF WAR / MAY 30, 1946/",-73.987452,NY,0852,"Gift of Metropolitan Post #385, American Legion",,Manhattan,Plaque,10010,,,Bronze,,1.0,,Department of Parks and Recreation
,False,1859,,American,Embury II,George Richard,"animals, wpa",,-73.971833,NY,1111,Purchased with T.E.R.A. Funds,,Manhattan,Bas-Relief,10019,Frederick,,Limestone,,1.0,,Department of Parks and Recreation
,False,864,,,,V.,"philanthropist, politician","1820 IN HONOR OF ANDREW HASWELL GREEN 1903 / DIRECTING GENIUS OF CENTRAL IN ITS FORMATIVE PERIOD / FATHER OF FREATER NEW YORKJ, THIS EMINENCE WAS / NAMED H. GREEN HILL / THESE FIVE SYMBOLICAL TREES WERE PLAJNTED / AND THIS SEAT WAS ERECTED ORIGINALLY AT E. SIDE OF EAST DRIVE, MOVED C. 1976 TO W. SIDE OF EAST DRIVE AT 104TH ST.",-73.954273,NY,1111,Gift of The Andrew H. Green Memorial Association,,Manhattan,Memorial Seat,10026,John,,Marble,,1.0,,Department of Parks and Recreation
,False,2281,,,,,"world war ii, latinx, war, soldier, war, nicaragua, latin american, central american","IN MEMORIAM / ON MARCH 27, 1945 / PRIVATE FIRST CLASS EMILIO BARBOSA WAS KILLED IN ACTION / ABOARD THE USS NEVADA BB-36 WHEN HIS 20MM TURRET / AS STRUCK BY A JAPANESE KAMIKAZE AT OKINAWA SHIMA. / --- / THIS VETERAN OF D-DAY IN EUROPE WAS POSTHUMOUSLY AWARDED / THE BRONZE STAR WITH COMBAT ""V"" FOR HEROIC SERVICE / DURING THE ATTACK. / --- / A NATIVE OF NICARAGUA, PFC BARBOSA GREW UP ON PINEHURST AVENUE / IN WASHINGTON HEIGHTS AND ATTENDED LOCAL PUBLIC SCHOOLS. / HE ENLISTED IN THE MARINE CORPS AT THE AGE OF SEVENTEEN. / --- / THIS PLAQUE, ERECTED IN 1996, HONORS HIS VALOR AND DUTY / TO COUNTRY ALONG WITH THE OTHER MARINES WHO SACRIFICED / THEIR LIVES SO THAT WE MAY LIVE IN FREEDOM. / --- / PFC EMILIO BARBOSA / 1926-1945 / UNITED STATES MARINES CORPS",-73.938015,NY,2179,Gift of Joseph Barbosa,,Manhattan,"Plaque, Plinth",10033,,,Bronze,,189.0,Art in Bronze,Department of Parks and Recreation
,False,2103,Henry,American,Deacy,,"president of the united states, american revolutionary war, war, colonial",Front: GEORGE WASHINGTON / FIRST MASTER MASONIC LODGE / ALEXANDRIA VIRGINIA 1788 / Right: ORIGINAL MODEL DISPLAYED BY / THE GRAND LODGE OF NEW YORK / AT ITS MASONIC BROTHERHOOD CENTER / NEW YORK WORLD'S FAIR 1964-1965 / Back: BROTHERHOOD / THE FOUNDATION OF / WORLD PEACE / ERECTED BY / THE GRAND LODGE F. & A.M. / STATE OF NEW YORK/ WITH PERMISSION OF THE GRAND LODGE OF LOUISIANA /,-73.842286,NY,2018,Gift of Grand Lodge F. & A. Masons,,Queens,Statue,11368,Donald,,Bronze,,1.0,,Department of Parks and Recreation
,False,2814,,"Woman, Jewish, American",,,"holocaust, jewish, world war ii, war",INDIFFERENCE TO INJUSTICE / IS THE GATE TO HELL / COMMANDANT'S HOUSE / EXECUTION WALL / TORTURE CHAMBER / GAS CHAMBER AND CREMATORIUM / AUSCHWITZ 1- 25 AUGUST 1944,-73.986816,NY,0855,Commissioned through Department of Cultural Affairs Percent for Art Program,,Manhattan,Sculpture,10010,Harriet,,Marble,,1.0,,Department of General Services
,False,1859,,American,Embury II,George Richard,"animals, wpa",[signed] F.G.R. ROTH,-73.970810,NY,1111,Purchased with T.E.R.A. Funds,,Manhattan,Bas-Relief,10019,Frederick,,Limestone,,1.0,,Department of Parks and Recreation
,False,2238,,Italian,Butter,,animals,,-73.960156,NY,,Gift of Salute to the Seasons Fund from donation by Hugh Trumbull Adams,Levine & Blumberg,Manhattan,Statue,10022,Pietro,,Bronze,,,,Department of Parks and Recreation
,False,1988,,,Embury II,,"colonial, american revolutionary war","BOWLING GREEN / THE FIRST PUBLIC PARK TO BE / ESTABLISHED IN NEW YORK / MARCH 12, 1733 / ""RESOLVED THAT THIS CORPORATION WILL / LEASE A PIECE OF LAND LYING AT THE / LOWER END OF BROADWAY FRONTING TO / ~ THE FORT TO SOME OF THE INHABITANTS ~ / OF THE SAID BROADWAY IN ORDER TO BE / INCLOSED TO MAKE A BOWLING GREEN / THEREOF WITH WALKS THEREIN, FOR THE / BEAUTY AND ORNAMENT OF THE SAID ~/ STREET AS WELL AS FOR THE RECREATION / & DELIGHT OF THE INHABITANTS OF THIS CITY."" / FROM THE MINUTES OF THE COMMON COUNCIL. / RECONSTRUCTED 1938",-74.013636,NY,0012,Gift of Gardner Osborn,,Manhattan,Plaque,10004,,,Bronze,,28.0,,Department of Parks and Recreation
